elo_category,opening_name,white_wins,black_wins,draws,total_games,white_win_rate,black_win_rate,draw_rate
Beginner (<1200),Sicilian Defense: Old Sicilian,60.0,61.0,4.0,125,0.48,0.488,0.032
Beginner (<1200),Three Knights Opening,131.0,110.0,9.0,250,0.524,0.44,0.036
Beginner (<1200),Van't Kruijs Opening,163.0,205.0,4.0,372,0.4381720430107527,0.5510752688172043,0.010752688172043012
Beginner (<1200),Zukertort Opening: Tennison Gambit,65.0,46.0,2.0,113,0.5752212389380531,0.40707964601769914,0.017699115044247787
Novice (1200-1400),Bishop's Opening,74.0,96.0,1.0,171,0.4327485380116959,0.5614035087719298,0.005847953216374269
Novice (1200-1400),Caro-Kann Defense,197.0,225.0,10.0,432,0.45601851851851855,0.5208333333333334,0.023148148148148147
Novice (1200-1400),Caro-Kann Defense: Exchange Variation,66.0,79.0,6.0,151,0.4370860927152318,0.5231788079470199,0.039735099337748346
Novice (1200-1400),Caro-Kann Defense: Hillbilly Attack,33.0,65.0,3.0,101,0.32673267326732675,0.6435643564356436,0.0297029702970297
Novice (1200-1400),Englund Gambit,67.0,43.0,1.0,111,0.6036036036036037,0.38738738738738737,0.009009009009009009
Novice (1200-1400),Four Knights Game: Italian Variation,102.0,127.0,4.0,233,0.43776824034334766,0.5450643776824035,0.017167381974248927
Novice (1200-1400),French Defense: Knight Variation,122.0,113.0,12.0,247,0.4939271255060729,0.4574898785425101,0.048582995951417005
Novice (1200-1400),Horwitz Defense,119.0,98.0,4.0,221,0.5384615384615384,0.4434389140271493,0.01809954751131222
Novice (1200-1400),Hungarian Opening,66.0,74.0,3.0,143,0.46153846153846156,0.5174825174825175,0.02097902097902098
Novice (1200-1400),Indian Defense,73.0,105.0,4.0,182,0.4010989010989011,0.5769230769230769,0.02197802197802198
Novice (1200-1400),Italian Game: Anti-Fried Liver Defense,127.0,95.0,9.0,231,0.5497835497835498,0.41125541125541126,0.03896103896103896
Novice (1200-1400),Italian Game: Giuoco Piano,52.0,70.0,2.0,124,0.41935483870967744,0.5645161290322581,0.016129032258064516
Novice (1200-1400),King's Pawn Game: Leonardis Variation,68.0,78.0,3.0,149,0.4563758389261745,0.5234899328859061,0.020134228187919462
Novice (1200-1400),King's Pawn Game: Wayward Queen Attack,49.0,51.0,3.0,103,0.47572815533980584,0.49514563106796117,0.02912621359223301
Novice (1200-1400),Modern Defense,150.0,89.0,4.0,243,0.6172839506172839,0.3662551440329218,0.01646090534979424
Novice (1200-1400),Owen Defense,77.0,73.0,1.0,151,0.5099337748344371,0.48344370860927155,0.006622516556291391
Novice (1200-1400),Philidor Defense,264.0,170.0,15.0,449,0.5879732739420935,0.37861915367483295,0.0334075723830735
Novice (1200-1400),Pirc Defense,137.0,111.0,5.0,253,0.541501976284585,0.43873517786561267,0.019762845849802372
Novice (1200-1400),Queen's Gambit Declined: Marshall Defense,64.0,35.0,3.0,102,0.6274509803921569,0.3431372549019608,0.029411764705882353
Novice (1200-1400),Queen's Pawn Game,189.0,216.0,4.0,409,0.4621026894865526,0.5281173594132029,0.009779951100244499
Novice (1200-1400),Queen's Pawn Game: Accelerated London System,298.0,199.0,10.0,507,0.5877712031558185,0.39250493096646943,0.01972386587771203
Novice (1200-1400),Queen's Pawn Game: Chigorin Variation,131.0,98.0,5.0,234,0.5598290598290598,0.4188034188034188,0.021367521367521368
Novice (1200-1400),Queen's Pawn Game: Modern Defense,55.0,55.0,3.0,113,0.48672566371681414,0.48672566371681414,0.02654867256637168
Novice (1200-1400),Scandinavian Defense,107.0,120.0,4.0,231,0.46320346320346323,0.5194805194805194,0.017316017316017316
Novice (1200-1400),Scandinavian Defense: Main Line,56.0,56.0,0.0,112,0.5,0.5,0.0
Novice (1200-1400),Scandinavian Defense: Mieses-Kotroc Variation,129.0,86.0,4.0,219,0.589041095890411,0.3926940639269406,0.0182648401826484
Novice (1200-1400),Scandinavian Defense: Valencian Variation,75.0,43.0,5.0,123,0.6097560975609756,0.34959349593495936,0.04065040650406504
Novice (1200-1400),Scotch Game,174.0,139.0,6.0,319,0.5454545454545454,0.43573667711598746,0.018808777429467086
Novice (1200-1400),Sicilian Defense,57.0,73.0,3.0,133,0.42857142857142855,0.5488721804511278,0.022556390977443608
Novice (1200-1400),Sicilian Defense: Bowdler Attack,76.0,130.0,6.0,212,0.3584905660377358,0.6132075471698113,0.02830188679245283
Novice (1200-1400),Sicilian Defense: Modern Variations,49.0,69.0,4.0,122,0.4016393442622951,0.5655737704918032,0.03278688524590164
Novice (1200-1400),Sicilian Defense: Old Sicilian,64.0,110.0,6.0,180,0.35555555555555557,0.6111111111111112,0.03333333333333333
Novice (1200-1400),Sicilian Defense: Smith-Morra Gambit,53.0,57.0,4.0,114,0.4649122807017544,0.5,0.03508771929824561
Novice (1200-1400),Three Knights Opening,95.0,80.0,6.0,181,0.5248618784530387,0.4419889502762431,0.03314917127071823
Novice (1200-1400),Van't Kruijs Opening,118.0,143.0,6.0,267,0.4419475655430712,0.5355805243445693,0.02247191011235955
Intermediate (1400-1600),Benoni Defense: Old Benoni,58.0,40.0,2.0,100,0.58,0.4,0.02
Intermediate (1400-1600),Bishop's Opening,95.0,81.0,3.0,179,0.5307262569832403,0.45251396648044695,0.01675977653631285
Intermediate (1400-1600),Caro-Kann Defense,262.0,310.0,16.0,588,0.445578231292517,0.5272108843537415,0.027210884353741496
Intermediate (1400-1600),Caro-Kann Defense: Advance Variation,47.0,66.0,4.0,117,0.4017094017094017,0.5641025641025641,0.03418803418803419
Intermediate (1400-1600),Caro-Kann Defense: Exchange Variation,85.0,116.0,7.0,208,0.40865384615384615,0.5576923076923077,0.03365384615384615
Intermediate (1400-1600),Caro-Kann Defense: Hillbilly Attack,30.0,75.0,2.0,107,0.2803738317757009,0.7009345794392523,0.018691588785046728
Intermediate (1400-1600),English Defense,66.0,45.0,1.0,112,0.5892857142857143,0.4017857142857143,0.008928571428571428
Intermediate (1400-1600),Englund Gambit,82.0,70.0,4.0,156,0.5256410256410257,0.44871794871794873,0.02564102564102564
Intermediate (1400-1600),Four Knights Game: Italian Variation,88.0,108.0,7.0,203,0.43349753694581283,0.5320197044334976,0.034482758620689655
Intermediate (1400-1600),French Defense: Advance Variation,63.0,73.0,9.0,145,0.43448275862068964,0.503448275862069,0.06206896551724138
Intermediate (1400-1600),French Defense: Exchange Variation,64.0,48.0,6.0,118,0.5423728813559322,0.4067796610169492,0.05084745762711865
Intermediate (1400-1600),French Defense: Knight Variation,141.0,148.0,9.0,298,0.47315436241610737,0.4966442953020134,0.030201342281879196
Intermediate (1400-1600),French Defense: Normal Variation,57.0,53.0,3.0,113,0.504424778761062,0.4690265486725664,0.02654867256637168
Intermediate (1400-1600),Horwitz Defense,183.0,106.0,7.0,296,0.6182432432432432,0.3581081081081081,0.02364864864864865
Intermediate (1400-1600),Hungarian Opening,69.0,91.0,4.0,164,0.42073170731707316,0.5548780487804879,0.024390243902439025
Intermediate (1400-1600),Indian Defense,135.0,169.0,10.0,314,0.4299363057324841,0.5382165605095541,0.03184713375796178
Intermediate (1400-1600),Italian Game: Anti-Fried Liver Defense,113.0,92.0,6.0,211,0.5355450236966824,0.43601895734597157,0.02843601895734597
Intermediate (1400-1600),"Italian Game: Giuoco Pianissimo, Normal",40.0,62.0,5.0,107,0.37383177570093457,0.5794392523364486,0.04672897196261682
Intermediate (1400-1600),Italian Game: Giuoco Piano,59.0,53.0,4.0,116,0.5086206896551724,0.45689655172413796,0.034482758620689655
Intermediate (1400-1600),King's Pawn Game: Leonardis Variation,76.0,71.0,4.0,151,0.5033112582781457,0.47019867549668876,0.026490066225165563
Intermediate (1400-1600),Modern Defense,134.0,149.0,11.0,294,0.4557823129251701,0.5068027210884354,0.03741496598639456
Intermediate (1400-1600),Owen Defense,126.0,93.0,5.0,224,0.5625,0.41517857142857145,0.022321428571428572
Intermediate (1400-1600),Philidor Defense,264.0,163.0,17.0,444,0.5945945945945946,0.36711711711711714,0.038288288288288286
Intermediate (1400-1600),Philidor Defense: Exchange Variation,59.0,40.0,2.0,101,0.5841584158415841,0.39603960396039606,0.019801980198019802
Intermediate (1400-1600),Pirc Defense,158.0,157.0,7.0,322,0.4906832298136646,0.48757763975155277,0.021739130434782608
Intermediate (1400-1600),Queen's Gambit Declined,67.0,69.0,4.0,140,0.4785714285714286,0.4928571428571429,0.02857142857142857
Intermediate (1400-1600),Queen's Gambit Declined: Marshall Defense,99.0,63.0,8.0,170,0.5823529411764706,0.37058823529411766,0.047058823529411764
Intermediate (1400-1600),Queen's Pawn Game,227.0,227.0,13.0,467,0.4860813704496788,0.4860813704496788,0.027837259100642397
Intermediate (1400-1600),Queen's Pawn Game: Accelerated London System,302.0,258.0,26.0,586,0.515358361774744,0.4402730375426621,0.04436860068259386
Intermediate (1400-1600),Queen's Pawn Game: Chigorin Variation,137.0,142.0,3.0,282,0.4858156028368794,0.5035460992907801,0.010638297872340425
Intermediate (1400-1600),Queen's Pawn Game: London System,46.0,60.0,6.0,112,0.4107142857142857,0.5357142857142857,0.05357142857142857
Intermediate (1400-1600),Queen's Pawn Game: Modern Defense,60.0,67.0,9.0,136,0.4411764705882353,0.49264705882352944,0.0661764705882353
Intermediate (1400-1600),Queen's Pawn Game: Zukertort Variation,81.0,51.0,5.0,137,0.5912408759124088,0.3722627737226277,0.0364963503649635
Intermediate (1400-1600),Ruy Lopez: Steinitz Defense,101.0,65.0,2.0,168,0.6011904761904762,0.3869047619047619,0.011904761904761904
Intermediate (1400-1600),Scandinavian Defense,114.0,119.0,7.0,240,0.475,0.49583333333333335,0.029166666666666667
Intermediate (1400-1600),Scandinavian Defense: Main Line,66.0,68.0,2.0,136,0.4852941176470588,0.5,0.014705882352941176
Intermediate (1400-1600),Scandinavian Defense: Mieses-Kotroc Variation,134.0,97.0,0.0,231,0.5800865800865801,0.4199134199134199,0.0
Intermediate (1400-1600),Scandinavian Defense: Modern Variation,69.0,54.0,3.0,126,0.5476190476190477,0.42857142857142855,0.023809523809523808
Intermediate (1400-1600),Scandinavian Defense: Valencian Variation,98.0,62.0,5.0,165,0.593939393939394,0.37575757575757573,0.030303030303030304
Intermediate (1400-1600),Scotch Game,173.0,142.0,9.0,324,0.5339506172839507,0.4382716049382716,0.027777777777777776
Intermediate (1400-1600),Sicilian Defense,87.0,97.0,5.0,189,0.4603174603174603,0.5132275132275133,0.026455026455026454
Intermediate (1400-1600),Sicilian Defense: Alapin Variation,64.0,66.0,3.0,133,0.48120300751879697,0.49624060150375937,0.022556390977443608
Intermediate (1400-1600),Sicilian Defense: Bowdler Attack,106.0,189.0,8.0,303,0.34983498349834985,0.6237623762376238,0.026402640264026403
Intermediate (1400-1600),Sicilian Defense: Closed,52.0,47.0,1.0,100,0.52,0.47,0.01
Intermediate (1400-1600),Sicilian Defense: Modern Variations,70.0,75.0,4.0,149,0.4697986577181208,0.5033557046979866,0.026845637583892617
Intermediate (1400-1600),Sicilian Defense: Old Sicilian,117.0,130.0,8.0,255,0.4588235294117647,0.5098039215686274,0.03137254901960784
Intermediate (1400-1600),Sicilian Defense: Smith-Morra Gambit,60.0,68.0,4.0,132,0.45454545454545453,0.5151515151515151,0.030303030303030304
Intermediate (1400-1600),Three Knights Opening,85.0,76.0,5.0,166,0.5120481927710844,0.4578313253012048,0.030120481927710843
Intermediate (1400-1600),Van't Kruijs Opening,118.0,156.0,6.0,280,0.42142857142857143,0.5571428571428572,0.02142857142857143
Intermediate (1400-1600),Zukertort Opening: Tennison Gambit,58.0,61.0,4.0,123,0.4715447154471545,0.4959349593495935,0.032520325203252036
Advanced (1600-2000),Benoni Defense: Old Benoni,132.0,114.0,8.0,254,0.5196850393700787,0.44881889763779526,0.031496062992125984
Advanced (1600-2000),Bird Opening,88.0,78.0,9.0,175,0.5028571428571429,0.44571428571428573,0.05142857142857143
Advanced (1600-2000),Bird Opening: Dutch Variation,65.0,48.0,5.0,118,0.5508474576271186,0.4067796610169492,0.0423728813559322
Advanced (1600-2000),Bishop's Opening,87.0,97.0,9.0,193,0.45077720207253885,0.5025906735751295,0.046632124352331605
Advanced (1600-2000),Bishop's Opening: Berlin Defense,46.0,62.0,3.0,111,0.4144144144144144,0.5585585585585585,0.02702702702702703
Advanced (1600-2000),Caro-Kann Defense,375.0,499.0,38.0,912,0.41118421052631576,0.5471491228070176,0.041666666666666664
Advanced (1600-2000),Caro-Kann Defense: Advance Variation,91.0,97.0,6.0,194,0.4690721649484536,0.5,0.030927835051546393
Advanced (1600-2000),"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",62.0,93.0,7.0,162,0.38271604938271603,0.5740740740740741,0.043209876543209874
Advanced (1600-2000),"Caro-Kann Defense: Advance Variation, Short Variation",57.0,63.0,7.0,127,0.44881889763779526,0.49606299212598426,0.05511811023622047
Advanced (1600-2000),Caro-Kann Defense: Exchange Variation,198.0,239.0,23.0,460,0.43043478260869567,0.5195652173913043,0.05
Advanced (1600-2000),Caro-Kann Defense: Hillbilly Attack,38.0,83.0,2.0,123,0.3089430894308943,0.6747967479674797,0.016260162601626018
Advanced (1600-2000),Caro-Kann Defense: Two Knights Attack,59.0,52.0,5.0,116,0.5086206896551724,0.4482758620689655,0.04310344827586207
Advanced (1600-2000),Danish Gambit,57.0,46.0,1.0,104,0.5480769230769231,0.4423076923076923,0.009615384615384616
Advanced (1600-2000),Dutch Defense,45.0,51.0,4.0,100,0.45,0.51,0.04
Advanced (1600-2000),English Defense,110.0,61.0,8.0,179,0.6145251396648045,0.3407821229050279,0.0446927374301676
Advanced (1600-2000),English Opening: Agincourt Defense,64.0,57.0,2.0,123,0.5203252032520326,0.4634146341463415,0.016260162601626018
Advanced (1600-2000),English Opening: King's English Variation,85.0,67.0,5.0,157,0.5414012738853503,0.4267515923566879,0.03184713375796178
Advanced (1600-2000),Englund Gambit,89.0,79.0,10.0,178,0.5,0.4438202247191011,0.056179775280898875
Advanced (1600-2000),Englund Gambit Complex: Englund Gambit,62.0,34.0,4.0,100,0.62,0.34,0.04
Advanced (1600-2000),Englund Gambit Complex: Hartlaub-Charlick Gambit,59.0,43.0,3.0,105,0.5619047619047619,0.4095238095238095,0.02857142857142857
Advanced (1600-2000),Four Knights Game: Italian Variation,113.0,88.0,6.0,207,0.5458937198067633,0.4251207729468599,0.028985507246376812
Advanced (1600-2000),French Defense,45.0,58.0,2.0,105,0.42857142857142855,0.5523809523809524,0.01904761904761905
Advanced (1600-2000),French Defense: Advance Variation,95.0,94.0,9.0,198,0.4797979797979798,0.47474747474747475,0.045454545454545456
Advanced (1600-2000),"French Defense: Advance Variation, Paulsen Attack",63.0,57.0,4.0,124,0.5080645161290323,0.4596774193548387,0.03225806451612903
Advanced (1600-2000),French Defense: Exchange Variation,149.0,157.0,16.0,322,0.46273291925465837,0.48757763975155277,0.049689440993788817
Advanced (1600-2000),French Defense: Knight Variation,276.0,242.0,23.0,541,0.5101663585951941,0.44731977818853974,0.04251386321626617
Advanced (1600-2000),French Defense: La Bourdonnais Variation,46.0,68.0,3.0,117,0.39316239316239315,0.5811965811965812,0.02564102564102564
Advanced (1600-2000),French Defense: Normal Variation,124.0,59.0,2.0,185,0.6702702702702703,0.31891891891891894,0.010810810810810811
Advanced (1600-2000),French Defense: Queen's Knight,56.0,51.0,2.0,109,0.5137614678899083,0.46788990825688076,0.01834862385321101
Advanced (1600-2000),Horwitz Defense,269.0,198.0,12.0,479,0.5615866388308977,0.4133611691022965,0.025052192066805846
Advanced (1600-2000),Hungarian Opening,115.0,128.0,6.0,249,0.46184738955823296,0.5140562248995983,0.024096385542168676
Advanced (1600-2000),Indian Defense,324.0,318.0,24.0,666,0.4864864864864865,0.4774774774774775,0.036036036036036036
Advanced (1600-2000),Italian Game: Anti-Fried Liver Defense,123.0,81.0,9.0,213,0.5774647887323944,0.38028169014084506,0.04225352112676056
Advanced (1600-2000),"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",41.0,55.0,6.0,102,0.4019607843137255,0.5392156862745098,0.058823529411764705
Advanced (1600-2000),Italian Game: Giuoco Piano,72.0,77.0,5.0,154,0.4675324675324675,0.5,0.032467532467532464
Advanced (1600-2000),Italian Game: Paris Defense,81.0,67.0,7.0,155,0.5225806451612903,0.432258064516129,0.04516129032258064
Advanced (1600-2000),"Italian Game: Two Knights Defense, Modern Bishop's Opening",69.0,60.0,5.0,134,0.5149253731343284,0.44776119402985076,0.03731343283582089
Advanced (1600-2000),King's Gambit Declined: Queen's Knight Defense,62.0,57.0,5.0,124,0.5,0.4596774193548387,0.04032258064516129
Advanced (1600-2000),King's Pawn Game: Leonardis Variation,55.0,99.0,6.0,160,0.34375,0.61875,0.0375
Advanced (1600-2000),Mieses Opening,74.0,81.0,4.0,159,0.46540880503144655,0.5094339622641509,0.025157232704402517
Advanced (1600-2000),Modern Defense,295.0,227.0,15.0,537,0.5493482309124768,0.4227188081936685,0.027932960893854747
Advanced (1600-2000),Nimzo-Larsen Attack,48.0,50.0,5.0,103,0.46601941747572817,0.4854368932038835,0.04854368932038835
Advanced (1600-2000),Nimzo-Larsen Attack: Classical Variation,60.0,76.0,2.0,138,0.43478260869565216,0.5507246376811594,0.014492753623188406
Advanced (1600-2000),Nimzo-Larsen Attack: Modern Variation,65.0,75.0,4.0,144,0.4513888888888889,0.5208333333333334,0.027777777777777776
Advanced (1600-2000),Owen Defense,234.0,175.0,8.0,417,0.5611510791366906,0.4196642685851319,0.019184652278177457
Advanced (1600-2000),Philidor Defense,342.0,199.0,24.0,565,0.6053097345132743,0.35221238938053095,0.04247787610619469
Advanced (1600-2000),Philidor Defense: Exchange Variation,102.0,67.0,5.0,174,0.5862068965517241,0.3850574712643678,0.028735632183908046
Advanced (1600-2000),Pirc Defense,269.0,265.0,18.0,552,0.48731884057971014,0.48007246376811596,0.03260869565217391
Advanced (1600-2000),Pirc Defense: Classical Variation,64.0,49.0,6.0,119,0.5378151260504201,0.4117647058823529,0.05042016806722689
Advanced (1600-2000),Polish Opening,44.0,59.0,6.0,109,0.4036697247706422,0.5412844036697247,0.05504587155963303
Advanced (1600-2000),Queen's Gambit Declined,142.0,147.0,9.0,298,0.47651006711409394,0.49328859060402686,0.030201342281879196
Advanced (1600-2000),Queen's Gambit Declined: Marshall Defense,158.0,106.0,10.0,274,0.5766423357664233,0.38686131386861317,0.0364963503649635
Advanced (1600-2000),Queen's Pawn Game,334.0,348.0,28.0,710,0.4704225352112676,0.49014084507042255,0.03943661971830986
Advanced (1600-2000),Queen's Pawn Game: Accelerated London System,426.0,338.0,36.0,800,0.5325,0.4225,0.045
Advanced (1600-2000),Queen's Pawn Game: Chigorin Variation,147.0,136.0,21.0,304,0.48355263157894735,0.4473684210526316,0.06907894736842106
Advanced (1600-2000),Queen's Pawn Game: Colle System,96.0,83.0,9.0,188,0.5106382978723404,0.44148936170212766,0.047872340425531915
Advanced (1600-2000),Queen's Pawn Game: London System,105.0,102.0,11.0,218,0.481651376146789,0.46788990825688076,0.05045871559633028
Advanced (1600-2000),Queen's Pawn Game: Modern Defense,166.0,140.0,14.0,320,0.51875,0.4375,0.04375
Advanced (1600-2000),Queen's Pawn Game: Zukertort Variation,142.0,133.0,16.0,291,0.4879725085910653,0.4570446735395189,0.054982817869415807
Advanced (1600-2000),Rapport-Jobava System,75.0,68.0,8.0,151,0.4966887417218543,0.4503311258278146,0.052980132450331126
Advanced (1600-2000),Rat Defense: Small Center Defense,52.0,40.0,8.0,100,0.52,0.4,0.08
Advanced (1600-2000),Russian Game,48.0,51.0,5.0,104,0.46153846153846156,0.49038461538461536,0.04807692307692308
Advanced (1600-2000),Russian Game: Stafford Gambit,55.0,45.0,4.0,104,0.5288461538461539,0.4326923076923077,0.038461538461538464
Advanced (1600-2000),Russian Game: Three Knights Game,60.0,47.0,6.0,113,0.5309734513274337,0.415929203539823,0.05309734513274336
Advanced (1600-2000),Ruy Lopez: Steinitz Defense,161.0,87.0,11.0,259,0.6216216216216216,0.3359073359073359,0.04247104247104247
Advanced (1600-2000),Scandinavian Defense,118.0,177.0,9.0,304,0.3881578947368421,0.5822368421052632,0.029605263157894735
Advanced (1600-2000),Scandinavian Defense: Main Line,126.0,109.0,9.0,244,0.5163934426229508,0.44672131147540983,0.036885245901639344
Advanced (1600-2000),Scandinavian Defense: Mieses-Kotroc Variation,216.0,172.0,15.0,403,0.5359801488833746,0.4267990074441687,0.03722084367245657
Advanced (1600-2000),Scandinavian Defense: Modern Variation,130.0,134.0,12.0,276,0.47101449275362317,0.4855072463768116,0.043478260869565216
Advanced (1600-2000),Scandinavian Defense: Valencian Variation,149.0,92.0,9.0,250,0.596,0.368,0.036
Advanced (1600-2000),Scotch Game,204.0,157.0,9.0,370,0.5513513513513514,0.4243243243243243,0.024324324324324326
Advanced (1600-2000),Scotch Game: Classical Variation,55.0,43.0,7.0,105,0.5238095238095238,0.4095238095238095,0.06666666666666667
Advanced (1600-2000),Sicilian Defense,131.0,153.0,9.0,293,0.447098976109215,0.5221843003412969,0.030716723549488054
Advanced (1600-2000),Sicilian Defense: Alapin Variation,141.0,139.0,12.0,292,0.4828767123287671,0.476027397260274,0.0410958904109589
Advanced (1600-2000),Sicilian Defense: Bowdler Attack,169.0,223.0,12.0,404,0.4183168316831683,0.551980198019802,0.0297029702970297
Advanced (1600-2000),Sicilian Defense: Closed,133.0,129.0,9.0,271,0.4907749077490775,0.47601476014760147,0.033210332103321034
Advanced (1600-2000),"Sicilian Defense: Closed, Traditional",56.0,64.0,4.0,124,0.45161290322580644,0.5161290322580645,0.03225806451612903
Advanced (1600-2000),"Sicilian Defense: Delayed Alapin Variation, with d6",55.0,44.0,9.0,108,0.5092592592592593,0.4074074074074074,0.08333333333333333
Advanced (1600-2000),Sicilian Defense: French Variation,69.0,82.0,3.0,154,0.44805194805194803,0.5324675324675324,0.01948051948051948
Advanced (1600-2000),Sicilian Defense: Löwenthal Variation,46.0,51.0,4.0,101,0.45544554455445546,0.504950495049505,0.039603960396039604
Advanced (1600-2000),Sicilian Defense: McDonnell Attack,88.0,135.0,6.0,229,0.38427947598253276,0.5895196506550219,0.026200873362445413
Advanced (1600-2000),Sicilian Defense: Modern Variations,126.0,145.0,12.0,283,0.4452296819787986,0.5123674911660777,0.04240282685512368
Advanced (1600-2000),Sicilian Defense: Najdorf Variation,50.0,51.0,4.0,105,0.47619047619047616,0.4857142857142857,0.0380952380952381
Advanced (1600-2000),Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,96.0,67.0,8.0,171,0.5614035087719298,0.391812865497076,0.04678362573099415
