elo_category,opening_name,white_wins,black_wins,draws,total_games,white_win_rate,black_win_rate,draw_rate
Beginner (<1200),Russian Game,67.0,46.0,2.0,115,0.5826086956521739,0.4,0.017391304347826087
Beginner (<1200),Russian Game: Italian Variation,62.0,47.0,1.0,110,0.5636363636363636,0.42727272727272725,0.00909090909090909
Beginner (<1200),Russian Game: Three Knights Game,91.0,58.0,1.0,150,0.6066666666666667,0.38666666666666666,0.006666666666666667
Beginner (<1200),Scandinavian Defense,177.0,209.0,10.0,396,0.44696969696969696,0.5277777777777778,0.025252525252525252
Beginner (<1200),Scandinavian Defense: Mieses-Kotroc Variation,147.0,106.0,3.0,256,0.57421875,0.4140625,0.01171875
Beginner (<1200),Scandinavian Defense: Valencian Variation,65.0,62.0,5.0,132,0.49242424242424243,0.4696969696969697,0.03787878787878788
Beginner (<1200),Scotch Game,185.0,137.0,6.0,328,0.5640243902439024,0.4176829268292683,0.018292682926829267
Beginner (<1200),Sicilian Defense,53.0,88.0,4.0,145,0.36551724137931035,0.6068965517241379,0.027586206896551724
Beginner (<1200),Sicilian Defense: Bowdler Attack,55.0,103.0,4.0,162,0.3395061728395062,0.6358024691358025,0.024691358024691357
Beginner (<1200),Sicilian Defense: Old Sicilian,60.0,61.0,4.0,125,0.48,0.488,0.032
Beginner (<1200),Three Knights Opening,131.0,112.0,9.0,252,0.5198412698412699,0.4444444444444444,0.03571428571428571
Beginner (<1200),Van't Kruijs Opening,164.0,206.0,4.0,374,0.4385026737967914,0.5508021390374331,0.0106951871657754
Beginner (<1200),Zukertort Opening: Tennison Gambit,64.0,44.0,2.0,110,0.5818181818181818,0.4,0.01818181818181818
Novice (1200-1400),Bishop's Opening,75.0,96.0,1.0,172,0.436046511627907,0.5581395348837209,0.005813953488372093
Novice (1200-1400),Caro-Kann Defense,199.0,227.0,11.0,437,0.45537757437070936,0.5194508009153318,0.02517162471395881
Novice (1200-1400),Caro-Kann Defense: Exchange Variation,66.0,80.0,6.0,152,0.4342105263157895,0.5263157894736842,0.039473684210526314
Novice (1200-1400),Caro-Kann Defense: Hillbilly Attack,34.0,65.0,3.0,102,0.3333333333333333,0.6372549019607843,0.029411764705882353
Novice (1200-1400),Englund Gambit,64.0,43.0,1.0,108,0.5925925925925926,0.39814814814814814,0.009259259259259259
Novice (1200-1400),Four Knights Game: Italian Variation,101.0,128.0,4.0,233,0.4334763948497854,0.5493562231759657,0.017167381974248927
Novice (1200-1400),French Defense: Advance Variation,43.0,55.0,3.0,101,0.42574257425742573,0.5445544554455446,0.0297029702970297
Novice (1200-1400),French Defense: Knight Variation,126.0,113.0,12.0,251,0.50199203187251,0.450199203187251,0.04780876494023904
Novice (1200-1400),Horwitz Defense,121.0,100.0,4.0,225,0.5377777777777778,0.4444444444444444,0.017777777777777778
Novice (1200-1400),Hungarian Opening,66.0,74.0,3.0,143,0.46153846153846156,0.5174825174825175,0.02097902097902098
Novice (1200-1400),Indian Defense,75.0,107.0,4.0,186,0.4032258064516129,0.5752688172043011,0.021505376344086023
Novice (1200-1400),Italian Game: Anti-Fried Liver Defense,130.0,95.0,9.0,234,0.5555555555555556,0.405982905982906,0.038461538461538464
Novice (1200-1400),Italian Game: Giuoco Piano,53.0,69.0,2.0,124,0.4274193548387097,0.5564516129032258,0.016129032258064516
Novice (1200-1400),King's Pawn Game: Leonardis Variation,68.0,79.0,3.0,150,0.4533333333333333,0.5266666666666666,0.02
Novice (1200-1400),King's Pawn Game: Wayward Queen Attack,49.0,51.0,3.0,103,0.47572815533980584,0.49514563106796117,0.02912621359223301
Novice (1200-1400),Modern Defense,152.0,90.0,4.0,246,0.6178861788617886,0.36585365853658536,0.016260162601626018
Novice (1200-1400),Owen Defense,78.0,74.0,1.0,153,0.5098039215686274,0.48366013071895425,0.006535947712418301
Novice (1200-1400),Philidor Defense,267.0,170.0,15.0,452,0.5907079646017699,0.37610619469026546,0.033185840707964605
Novice (1200-1400),Pirc Defense,137.0,112.0,5.0,254,0.5393700787401575,0.4409448818897638,0.01968503937007874
Novice (1200-1400),Queen's Gambit Declined: Marshall Defense,65.0,35.0,3.0,103,0.6310679611650486,0.33980582524271846,0.02912621359223301
Novice (1200-1400),Queen's Pawn Game,190.0,218.0,4.0,412,0.46116504854368934,0.529126213592233,0.009708737864077669
Novice (1200-1400),Queen's Pawn Game: Accelerated London System,305.0,200.0,10.0,515,0.5922330097087378,0.3883495145631068,0.019417475728155338
Novice (1200-1400),Queen's Pawn Game: Chigorin Variation,130.0,98.0,5.0,233,0.5579399141630901,0.4206008583690987,0.02145922746781116
Novice (1200-1400),Queen's Pawn Game: Modern Defense,55.0,56.0,3.0,114,0.4824561403508772,0.49122807017543857,0.02631578947368421
Novice (1200-1400),Scandinavian Defense,107.0,123.0,4.0,234,0.45726495726495725,0.5256410256410257,0.017094017094017096
Novice (1200-1400),Scandinavian Defense: Main Line,57.0,56.0,0.0,113,0.504424778761062,0.49557522123893805,0.0
Novice (1200-1400),Scandinavian Defense: Mieses-Kotroc Variation,128.0,87.0,4.0,219,0.5844748858447488,0.3972602739726027,0.0182648401826484
Novice (1200-1400),Scandinavian Defense: Valencian Variation,75.0,44.0,5.0,124,0.6048387096774194,0.3548387096774194,0.04032258064516129
Novice (1200-1400),Scotch Game,175.0,139.0,6.0,320,0.546875,0.434375,0.01875
Novice (1200-1400),Sicilian Defense,57.0,74.0,3.0,134,0.4253731343283582,0.5522388059701493,0.022388059701492536
Novice (1200-1400),Sicilian Defense: Bowdler Attack,75.0,132.0,6.0,213,0.352112676056338,0.6197183098591549,0.028169014084507043
Novice (1200-1400),Sicilian Defense: Modern Variations,48.0,68.0,4.0,120,0.4,0.5666666666666667,0.03333333333333333
Novice (1200-1400),Sicilian Defense: Old Sicilian,64.0,111.0,6.0,181,0.35359116022099446,0.6132596685082873,0.03314917127071823
Novice (1200-1400),Sicilian Defense: Smith-Morra Gambit,53.0,57.0,4.0,114,0.4649122807017544,0.5,0.03508771929824561
Novice (1200-1400),Three Knights Opening,95.0,80.0,6.0,181,0.5248618784530387,0.4419889502762431,0.03314917127071823
Novice (1200-1400),Van't Kruijs Opening,119.0,143.0,6.0,268,0.44402985074626866,0.5335820895522388,0.022388059701492536
Intermediate (1400-1600),Benoni Defense: Old Benoni,58.0,40.0,2.0,100,0.58,0.4,0.02
Intermediate (1400-1600),Bishop's Opening,95.0,81.0,3.0,179,0.5307262569832403,0.45251396648044695,0.01675977653631285
Intermediate (1400-1600),Caro-Kann Defense,264.0,312.0,16.0,592,0.44594594594594594,0.527027027027027,0.02702702702702703
Intermediate (1400-1600),Caro-Kann Defense: Advance Variation,48.0,66.0,4.0,118,0.4067796610169492,0.559322033898305,0.03389830508474576
Intermediate (1400-1600),Caro-Kann Defense: Exchange Variation,86.0,116.0,7.0,209,0.41148325358851673,0.5550239234449761,0.03349282296650718
Intermediate (1400-1600),Caro-Kann Defense: Hillbilly Attack,30.0,76.0,2.0,108,0.2777777777777778,0.7037037037037037,0.018518518518518517
Intermediate (1400-1600),English Defense,65.0,45.0,1.0,111,0.5855855855855856,0.40540540540540543,0.009009009009009009
Intermediate (1400-1600),Englund Gambit,82.0,71.0,4.0,157,0.5222929936305732,0.45222929936305734,0.025477707006369428
Intermediate (1400-1600),Four Knights Game: Italian Variation,89.0,109.0,7.0,205,0.43414634146341463,0.5317073170731708,0.03414634146341464
Intermediate (1400-1600),French Defense: Advance Variation,63.0,73.0,9.0,145,0.43448275862068964,0.503448275862069,0.06206896551724138
Intermediate (1400-1600),French Defense: Exchange Variation,64.0,48.0,6.0,118,0.5423728813559322,0.4067796610169492,0.05084745762711865
Intermediate (1400-1600),French Defense: Knight Variation,143.0,148.0,9.0,300,0.4766666666666667,0.49333333333333335,0.03
Intermediate (1400-1600),French Defense: Normal Variation,59.0,53.0,3.0,115,0.5130434782608696,0.4608695652173913,0.02608695652173913
Intermediate (1400-1600),Horwitz Defense,183.0,108.0,7.0,298,0.6140939597315436,0.3624161073825503,0.02348993288590604
Intermediate (1400-1600),Hungarian Opening,70.0,92.0,5.0,167,0.41916167664670656,0.5508982035928144,0.029940119760479042
Intermediate (1400-1600),Indian Defense,136.0,170.0,10.0,316,0.43037974683544306,0.5379746835443038,0.03164556962025317
Intermediate (1400-1600),Italian Game: Anti-Fried Liver Defense,115.0,92.0,6.0,213,0.539906103286385,0.431924882629108,0.028169014084507043
Intermediate (1400-1600),"Italian Game: Giuoco Pianissimo, Normal",40.0,62.0,5.0,107,0.37383177570093457,0.5794392523364486,0.04672897196261682
Intermediate (1400-1600),Italian Game: Giuoco Piano,60.0,54.0,4.0,118,0.5084745762711864,0.4576271186440678,0.03389830508474576
Intermediate (1400-1600),King's Pawn Game: Leonardis Variation,76.0,71.0,4.0,151,0.5033112582781457,0.47019867549668876,0.026490066225165563
Intermediate (1400-1600),Modern Defense,135.0,149.0,11.0,295,0.4576271186440678,0.5050847457627119,0.03728813559322034
Intermediate (1400-1600),Owen Defense,127.0,94.0,5.0,226,0.5619469026548672,0.415929203539823,0.022123893805309734
Intermediate (1400-1600),Philidor Defense,265.0,163.0,17.0,445,0.5955056179775281,0.36629213483146067,0.038202247191011236
Intermediate (1400-1600),Philidor Defense: Exchange Variation,59.0,40.0,2.0,101,0.5841584158415841,0.39603960396039606,0.019801980198019802
Intermediate (1400-1600),Pirc Defense,159.0,157.0,7.0,323,0.49226006191950467,0.48606811145510836,0.021671826625386997
Intermediate (1400-1600),Queen's Gambit Declined,67.0,70.0,4.0,141,0.475177304964539,0.49645390070921985,0.028368794326241134
Intermediate (1400-1600),Queen's Gambit Declined: Marshall Defense,100.0,64.0,8.0,172,0.5813953488372093,0.37209302325581395,0.046511627906976744
Intermediate (1400-1600),Queen's Pawn Game,229.0,229.0,13.0,471,0.4861995753715499,0.4861995753715499,0.027600849256900213
Intermediate (1400-1600),Queen's Pawn Game: Accelerated London System,305.0,258.0,26.0,589,0.5178268251273345,0.4380305602716469,0.044142614601018676
Intermediate (1400-1600),Queen's Pawn Game: Chigorin Variation,137.0,142.0,3.0,282,0.4858156028368794,0.5035460992907801,0.010638297872340425
Intermediate (1400-1600),Queen's Pawn Game: London System,46.0,60.0,6.0,112,0.4107142857142857,0.5357142857142857,0.05357142857142857
Intermediate (1400-1600),Queen's Pawn Game: Modern Defense,60.0,67.0,9.0,136,0.4411764705882353,0.49264705882352944,0.0661764705882353
Intermediate (1400-1600),Queen's Pawn Game: Zukertort Variation,82.0,52.0,5.0,139,0.5899280575539568,0.37410071942446044,0.03597122302158273
Intermediate (1400-1600),Ruy Lopez: Steinitz Defense,101.0,66.0,2.0,169,0.5976331360946746,0.3905325443786982,0.011834319526627219
Intermediate (1400-1600),Scandinavian Defense,116.0,120.0,7.0,243,0.4773662551440329,0.49382716049382713,0.02880658436213992
Intermediate (1400-1600),Scandinavian Defense: Main Line,67.0,69.0,2.0,138,0.4855072463768116,0.5,0.014492753623188406
Intermediate (1400-1600),Scandinavian Defense: Mieses-Kotroc Variation,137.0,97.0,0.0,234,0.5854700854700855,0.41452991452991456,0.0
Intermediate (1400-1600),Scandinavian Defense: Modern Variation,69.0,55.0,3.0,127,0.5433070866141733,0.4330708661417323,0.023622047244094488
Intermediate (1400-1600),Scandinavian Defense: Valencian Variation,99.0,62.0,5.0,166,0.5963855421686747,0.37349397590361444,0.030120481927710843
Intermediate (1400-1600),Scotch Game,176.0,146.0,9.0,331,0.5317220543806647,0.44108761329305135,0.027190332326283987
Intermediate (1400-1600),Sicilian Defense,89.0,97.0,5.0,191,0.46596858638743455,0.5078534031413613,0.02617801047120419
Intermediate (1400-1600),Sicilian Defense: Alapin Variation,65.0,67.0,3.0,135,0.48148148148148145,0.4962962962962963,0.022222222222222223
Intermediate (1400-1600),Sicilian Defense: Bowdler Attack,107.0,190.0,8.0,305,0.35081967213114756,0.6229508196721312,0.02622950819672131
Intermediate (1400-1600),Sicilian Defense: Closed,53.0,47.0,1.0,101,0.5247524752475248,0.46534653465346537,0.009900990099009901
Intermediate (1400-1600),Sicilian Defense: Modern Variations,70.0,75.0,4.0,149,0.4697986577181208,0.5033557046979866,0.026845637583892617
Intermediate (1400-1600),Sicilian Defense: Old Sicilian,118.0,131.0,8.0,257,0.4591439688715953,0.5097276264591439,0.0311284046692607
Intermediate (1400-1600),Sicilian Defense: Smith-Morra Gambit,61.0,68.0,4.0,133,0.45864661654135336,0.5112781954887218,0.03007518796992481
Intermediate (1400-1600),Three Knights Opening,85.0,76.0,5.0,166,0.5120481927710844,0.4578313253012048,0.030120481927710843
Intermediate (1400-1600),Van't Kruijs Opening,119.0,158.0,6.0,283,0.4204946996466431,0.558303886925795,0.02120141342756184
Intermediate (1400-1600),Zukertort Opening: Tennison Gambit,58.0,62.0,4.0,124,0.46774193548387094,0.5,0.03225806451612903
Advanced (1600-2000),Benoni Defense: Old Benoni,133.0,116.0,8.0,257,0.5175097276264592,0.45136186770428016,0.0311284046692607
Advanced (1600-2000),Bird Opening,88.0,78.0,9.0,175,0.5028571428571429,0.44571428571428573,0.05142857142857143
Advanced (1600-2000),Bird Opening: Dutch Variation,65.0,48.0,5.0,118,0.5508474576271186,0.4067796610169492,0.0423728813559322
Advanced (1600-2000),Bishop's Opening,87.0,97.0,9.0,193,0.45077720207253885,0.5025906735751295,0.046632124352331605
Advanced (1600-2000),Bishop's Opening: Berlin Defense,49.0,63.0,3.0,115,0.4260869565217391,0.5478260869565217,0.02608695652173913
Advanced (1600-2000),Caro-Kann Defense,375.0,500.0,38.0,913,0.41073384446878425,0.547645125958379,0.0416210295728368
Advanced (1600-2000),Caro-Kann Defense: Advance Variation,91.0,97.0,6.0,194,0.4690721649484536,0.5,0.030927835051546393
Advanced (1600-2000),"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",62.0,96.0,7.0,165,0.37575757575757573,0.5818181818181818,0.04242424242424243
Advanced (1600-2000),"Caro-Kann Defense: Advance Variation, Short Variation",59.0,63.0,7.0,129,0.4573643410852713,0.4883720930232558,0.05426356589147287
Advanced (1600-2000),Caro-Kann Defense: Exchange Variation,200.0,243.0,23.0,466,0.4291845493562232,0.5214592274678111,0.04935622317596566
Advanced (1600-2000),Caro-Kann Defense: Hillbilly Attack,38.0,84.0,2.0,124,0.3064516129032258,0.6774193548387096,0.016129032258064516
Advanced (1600-2000),Caro-Kann Defense: Two Knights Attack,60.0,53.0,5.0,118,0.5084745762711864,0.4491525423728814,0.0423728813559322
Advanced (1600-2000),Danish Gambit,57.0,46.0,1.0,104,0.5480769230769231,0.4423076923076923,0.009615384615384616
Advanced (1600-2000),Dutch Defense,46.0,52.0,4.0,102,0.45098039215686275,0.5098039215686274,0.0392156862745098
Advanced (1600-2000),English Defense,112.0,62.0,8.0,182,0.6153846153846154,0.34065934065934067,0.04395604395604396
Advanced (1600-2000),English Opening: Agincourt Defense,64.0,57.0,2.0,123,0.5203252032520326,0.4634146341463415,0.016260162601626018
Advanced (1600-2000),English Opening: King's English Variation,85.0,68.0,5.0,158,0.5379746835443038,0.43037974683544306,0.03164556962025317
Advanced (1600-2000),Englund Gambit,91.0,81.0,10.0,182,0.5,0.44505494505494503,0.054945054945054944
Advanced (1600-2000),Englund Gambit Complex: Englund Gambit,62.0,35.0,4.0,101,0.6138613861386139,0.3465346534653465,0.039603960396039604
Advanced (1600-2000),Englund Gambit Complex: Hartlaub-Charlick Gambit,59.0,43.0,3.0,105,0.5619047619047619,0.4095238095238095,0.02857142857142857
Advanced (1600-2000),Four Knights Game: Italian Variation,113.0,88.0,6.0,207,0.5458937198067633,0.4251207729468599,0.028985507246376812
Advanced (1600-2000),French Defense,46.0,59.0,2.0,107,0.42990654205607476,0.5514018691588785,0.018691588785046728
Advanced (1600-2000),French Defense: Advance Variation,95.0,94.0,9.0,198,0.4797979797979798,0.47474747474747475,0.045454545454545456
Advanced (1600-2000),"French Defense: Advance Variation, Paulsen Attack",63.0,58.0,4.0,125,0.504,0.464,0.032
Advanced (1600-2000),French Defense: Exchange Variation,151.0,159.0,16.0,326,0.46319018404907975,0.48773006134969327,0.049079754601226995
Advanced (1600-2000),French Defense: Knight Variation,278.0,243.0,24.0,545,0.5100917431192661,0.44587155963302755,0.044036697247706424
Advanced (1600-2000),French Defense: La Bourdonnais Variation,46.0,70.0,3.0,119,0.3865546218487395,0.5882352941176471,0.025210084033613446
Advanced (1600-2000),French Defense: Normal Variation,125.0,59.0,2.0,186,0.6720430107526881,0.3172043010752688,0.010752688172043012
Advanced (1600-2000),French Defense: Queen's Knight,56.0,51.0,2.0,109,0.5137614678899083,0.46788990825688076,0.01834862385321101
Advanced (1600-2000),Horwitz Defense,271.0,200.0,12.0,483,0.5610766045548654,0.4140786749482402,0.024844720496894408
Advanced (1600-2000),Hungarian Opening,115.0,128.0,6.0,249,0.46184738955823296,0.5140562248995983,0.024096385542168676
Advanced (1600-2000),Indian Defense,325.0,319.0,24.0,668,0.4865269461077844,0.47754491017964074,0.03592814371257485
Advanced (1600-2000),Italian Game: Anti-Fried Liver Defense,123.0,83.0,9.0,215,0.5720930232558139,0.386046511627907,0.04186046511627907
Advanced (1600-2000),"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",41.0,55.0,6.0,102,0.4019607843137255,0.5392156862745098,0.058823529411764705
Advanced (1600-2000),Italian Game: Giuoco Piano,72.0,79.0,5.0,156,0.46153846153846156,0.5064102564102564,0.03205128205128205
Advanced (1600-2000),Italian Game: Paris Defense,82.0,67.0,7.0,156,0.5256410256410257,0.42948717948717946,0.04487179487179487
Advanced (1600-2000),"Italian Game: Two Knights Defense, Modern Bishop's Opening",69.0,60.0,5.0,134,0.5149253731343284,0.44776119402985076,0.03731343283582089
Advanced (1600-2000),King's Gambit,51.0,45.0,4.0,100,0.51,0.45,0.04
Advanced (1600-2000),King's Gambit Declined: Queen's Knight Defense,64.0,59.0,5.0,128,0.5,0.4609375,0.0390625
Advanced (1600-2000),King's Pawn Game: Leonardis Variation,55.0,99.0,6.0,160,0.34375,0.61875,0.0375
Advanced (1600-2000),Mieses Opening,74.0,82.0,4.0,160,0.4625,0.5125,0.025
Advanced (1600-2000),Modern Defense,299.0,228.0,15.0,542,0.551660516605166,0.42066420664206644,0.027675276752767528
Advanced (1600-2000),Nimzo-Larsen Attack,48.0,51.0,5.0,104,0.46153846153846156,0.49038461538461536,0.04807692307692308
Advanced (1600-2000),Nimzo-Larsen Attack: Classical Variation,62.0,75.0,2.0,139,0.4460431654676259,0.539568345323741,0.014388489208633094
Advanced (1600-2000),Nimzo-Larsen Attack: Modern Variation,65.0,75.0,4.0,144,0.4513888888888889,0.5208333333333334,0.027777777777777776
Advanced (1600-2000),Owen Defense,234.0,175.0,8.0,417,0.5611510791366906,0.4196642685851319,0.019184652278177457
Advanced (1600-2000),Philidor Defense,345.0,201.0,24.0,570,0.6052631578947368,0.3526315789473684,0.042105263157894736
Advanced (1600-2000),Philidor Defense: Exchange Variation,102.0,68.0,5.0,175,0.5828571428571429,0.38857142857142857,0.02857142857142857
Advanced (1600-2000),Pirc Defense,270.0,265.0,18.0,553,0.488245931283906,0.47920433996383366,0.0325497287522604
Advanced (1600-2000),Pirc Defense: Classical Variation,66.0,49.0,6.0,121,0.5454545454545454,0.4049586776859504,0.049586776859504134
Advanced (1600-2000),Polish Opening,44.0,61.0,6.0,111,0.3963963963963964,0.5495495495495496,0.05405405405405406
Advanced (1600-2000),Queen's Gambit Declined,144.0,149.0,9.0,302,0.4768211920529801,0.49337748344370863,0.029801324503311258
Advanced (1600-2000),Queen's Gambit Declined: Marshall Defense,157.0,106.0,10.0,273,0.575091575091575,0.3882783882783883,0.03663003663003663
Advanced (1600-2000),Queen's Pawn Game,334.0,348.0,28.0,710,0.4704225352112676,0.49014084507042255,0.03943661971830986
Advanced (1600-2000),Queen's Pawn Game: Accelerated London System,427.0,339.0,36.0,802,0.5324189526184538,0.4226932668329177,0.04488778054862843
Advanced (1600-2000),Queen's Pawn Game: Chigorin Variation,149.0,136.0,21.0,306,0.4869281045751634,0.4444444444444444,0.06862745098039216
Advanced (1600-2000),Queen's Pawn Game: Colle System,96.0,83.0,9.0,188,0.5106382978723404,0.44148936170212766,0.047872340425531915
Advanced (1600-2000),Queen's Pawn Game: London System,105.0,102.0,11.0,218,0.481651376146789,0.46788990825688076,0.05045871559633028
Advanced (1600-2000),Queen's Pawn Game: Modern Defense,167.0,142.0,14.0,323,0.5170278637770898,0.43962848297213625,0.043343653250773995
Advanced (1600-2000),Queen's Pawn Game: Zukertort Variation,145.0,135.0,16.0,296,0.48986486486486486,0.4560810810810811,0.05405405405405406
Advanced (1600-2000),Rapport-Jobava System,75.0,68.0,8.0,151,0.4966887417218543,0.4503311258278146,0.052980132450331126
Advanced (1600-2000),Rat Defense: Small Center Defense,52.0,41.0,8.0,101,0.5148514851485149,0.40594059405940597,0.07920792079207921
Advanced (1600-2000),Russian Game,48.0,52.0,5.0,105,0.45714285714285713,0.49523809523809526,0.047619047619047616
Advanced (1600-2000),Russian Game: Stafford Gambit,55.0,45.0,4.0,104,0.5288461538461539,0.4326923076923077,0.038461538461538464
Advanced (1600-2000),Russian Game: Three Knights Game,61.0,47.0,6.0,114,0.5350877192982456,0.41228070175438597,0.05263157894736842
Advanced (1600-2000),Ruy Lopez: Steinitz Defense,162.0,87.0,11.0,260,0.6230769230769231,0.3346153846153846,0.04230769230769231
Advanced (1600-2000),Scandinavian Defense,118.0,178.0,10.0,306,0.38562091503267976,0.5816993464052288,0.032679738562091505
Advanced (1600-2000),Scandinavian Defense: Main Line,127.0,109.0,9.0,245,0.5183673469387755,0.4448979591836735,0.036734693877551024
Advanced (1600-2000),Scandinavian Defense: Mieses-Kotroc Variation,217.0,173.0,15.0,405,0.5358024691358024,0.4271604938271605,0.037037037037037035
Advanced (1600-2000),Scandinavian Defense: Modern Variation,134.0,136.0,12.0,282,0.475177304964539,0.48226950354609927,0.0425531914893617
Advanced (1600-2000),Scandinavian Defense: Valencian Variation,149.0,93.0,9.0,251,0.5936254980079682,0.3705179282868526,0.035856573705179286
Advanced (1600-2000),Scotch Game,203.0,158.0,9.0,370,0.5486486486486486,0.42702702702702705,0.024324324324324326
Advanced (1600-2000),Scotch Game: Classical Variation,55.0,43.0,7.0,105,0.5238095238095238,0.4095238095238095,0.06666666666666667
Advanced (1600-2000),Sicilian Defense,132.0,153.0,9.0,294,0.4489795918367347,0.5204081632653061,0.030612244897959183
Advanced (1600-2000),Sicilian Defense: Alapin Variation,143.0,139.0,12.0,294,0.48639455782312924,0.47278911564625853,0.04081632653061224
Advanced (1600-2000),Sicilian Defense: Bowdler Attack,170.0,227.0,12.0,409,0.4156479217603912,0.5550122249388753,0.029339853300733496
Advanced (1600-2000),Sicilian Defense: Closed,134.0,130.0,9.0,273,0.4908424908424908,0.47619047619047616,0.03296703296703297
Advanced (1600-2000),"Sicilian Defense: Closed, Traditional",57.0,64.0,4.0,125,0.456,0.512,0.032
Advanced (1600-2000),"Sicilian Defense: Delayed Alapin Variation, with d6",56.0,44.0,9.0,109,0.5137614678899083,0.4036697247706422,0.08256880733944955
Advanced (1600-2000),Sicilian Defense: French Variation,69.0,82.0,3.0,154,0.44805194805194803,0.5324675324675324,0.01948051948051948
Advanced (1600-2000),Sicilian Defense: Löwenthal Variation,45.0,51.0,4.0,100,0.45,0.51,0.04
Advanced (1600-2000),Sicilian Defense: McDonnell Attack,89.0,136.0,6.0,231,0.3852813852813853,0.5887445887445888,0.025974025974025976
Advanced (1600-2000),Sicilian Defense: Modern Variations,129.0,147.0,12.0,288,0.4479166666666667,0.5104166666666666,0.041666666666666664
